X,Treatment,Temperature,CO2,Tray,Number,Full_ID,Genotype,Population,Elevation,Transplant_Date,OD_transplant,Date_first_death_observed,Status,Lifetime_Flowered,Lifetime_Fruited,Overwinter_survival,Season_survival,Pre_Vern_Flowered,Post_Vern_Flowered,Date_PreVern_Flowering,Date_PostVern_Flowering,Stem_number_flowering_pre,Height1_flowering_pre,Stem_number_flowering,Height1_flowering,Height2_flowering,Height3_flowering,Height4_flowering,Height5_flowering,Height6_flowering,Height7_flowering,Height8_flowering,Date_silique_pre,Date_silique,Pre_Vern_Fruited,Post_Vern_Fruited,Stem_number_silique_pre,Height1_silique_pre,Height2_silique_pre,Height3_silique_pre,Height4_silique_pre,Height5_silique_pre,Stem_number_silique,Height1_silique,Height2_silique,Height3_silique,Height4_silique,Height5_silique,Height6_silique,Height7_silique,Height8_silique,Height9_silique,Failed_silique_number,Mature_silique_number,Mature_length_siliques,Post_reproductive,Date_post_reproductive,Stem_number_PR,Height1_PR,Height2_PR,Height3_PR,Height4_PR,Height5_PR,Height6_PR,Height7_PR,Height8_PR,Stem_number_Harvest,Height1_Harvest,Height2_Harvest,Height3_Harvest,Height4_Harvest,Height5_Harvest,Width_Census1,Width_Census2,Width_Census3,Width_Census4,Width_Census5,Width_Census6,Width_Census7,Width_Census8,Width_Census9,Width_Census10,Rosette_FW,Rosette_DW,Stem_FW,Stem_DW,Bolt_Leaves_FW,Bolt_Leaves_DW,Flower_FW,Flower_DW,Root_DW,Root_Shoot,Licor_E,Licor_A,Licor_Ca,Licor_Ci,Licor_gsw,Licor_LeafArea,Licor_dryLeafMass,Licor_SLA,Q.anthocyanin,SLA_rosette_June22,Check,Resolution,Next steps
256,T2,High,Low,4,362,T2_4_362,211_13A,211,3121.58,8/13/2021,225,377,0,1,1,1,1,0,1,NA,258,NA,NA,1,107,NA,NA,NA,NA,NA,NA,NA,NA,279,0,1,NA,NA,NA,NA,NA,NA,1,252,NA,NA,NA,NA,NA,NA,NA,NA,0,10,515.8,1,298,1,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.44,69.77,74,69.3,38.45,37.93,40.2,45.33,44.62,NA,0.7626,0.2762,0.3509,0.1915,0,0,0,0,0.5898,1.261064785,NA,NA,NA,NA,NA,NA,NA,NA,28.788,114.1559208,,,
257,T2,High,Low,4,363,T2_4_363,328_2,328,3660,8/15/2021,227,10,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
258,T2,High,Low,4,364,T2_4_364,49_2,49,2935,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
259,T2,High,Low,4,365,T2_4_365,81_1,81,3095,8/23/2021,235,269,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.83,16.82,12.26,NA,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093190151,0.0006,155.3169183,NA,NA,negative photosynthesis,Fixed,
260,T2,High,Low,4,366,T2_4_366,210_3,210,3161.3,9/12/2021,255,18,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
261,T2,High,Low,4,368,T2_4_368,189_1,189,3273,9/12/2021,255,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
262,T2,High,Low,4,371,T2_4_371,66_4,66,2940,8/13/2021,225,19,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
263,T2,High,Low,4,372,T2_4_372,253_9,253,3460,8/15/2021,227,375,0,1,1,1,1,0,1,NA,258,NA,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,296,0,1,NA,NA,NA,NA,NA,NA,1,302,NA,NA,NA,NA,NA,NA,NA,NA,17,4,92.7,1,310,1,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.09,47.47,43.44,44.81,30.44,33.14,33.82,42.14,43.5,NA,0.4114,0.164,0.1876,0.0969,0,0,0,0,0.3447,1.32119586,NA,NA,NA,NA,NA,NA,NA,NA,17.687,128.2439842,,,
264,T2,High,Low,4,373,T2_4_373,199_1,199,3502,9/12/2021,255,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
265,T2,High,Low,4,374,T2_4_374,267_12,267,2498.61,9/16/2021,259,343,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,70.48,62.73,37.22,32.91,37.11,32.17,39.46,32.55,NA,0.5247,0.1767,0.2452,0.1068,0,0,0,0,0.4867,1.71675485,NA,NA,NA,NA,NA,NA,NA,NA,27.179,64.90114255,,,
266,T2,High,Low,4,375,T2_4_375,158_2,158,3004,9/5/2021,248,354,0,1,1,1,1,0,1,NA,242,NA,NA,1,296,NA,NA,NA,NA,NA,NA,NA,NA,291,0,1,NA,NA,NA,NA,NA,NA,3,308,468,263,NA,NA,NA,NA,NA,NA,4,33,773.1,1,297,3,490,310,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.44,91.84,82.14,59.06,38.18,40.66,33.25,54.04,39.8,NA,0.4036,0.1617,0.4768,0.3407,0,0,0,0,0.6942,1.381767516,NA,NA,NA,NA,NA,NA,NA,NA,23.716,76.94520466,,,
267,T2,High,Low,4,377,T2_4_377,270_10,270,2553,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
268,T2,High,Low,4,380,T2_4_380,86_2,86,2880,8/18/2021,230,372,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,363.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.56,51.33,56.39,50.48,36.04,41.1,46.79,44.46,35.24,NA,0.5129,0.1614,0.3846,0.1745,0,0,0,0,0.4734,1.40934802,NA,NA,NA,NA,NA,NA,NA,NA,16.481,83.59452592,,,
269,T2,High,Low,4,381,T2_4_381,199_1,199,3502,9/12/2021,255,81,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
270,T2,High,Low,4,388,T2_4_388,188_2,188,3126,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
271,T2,High,Low,4,389,T2_4_389,250_16,250,3133,9/12/2021,255,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
272,T2,High,Low,4,390,T2_4_390,48_2,48,2951,8/15/2021,227,10,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
273,T2,High,Low,4,391,T2_4_391,188_2,188,3126,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
274,T2,High,Low,5,394,T2_5_394,253_9,253,3460,8/15/2021,227,375,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.74,45.73,55.54,56.26,25.86,31.35,30.74,42.9,36.43,NA,0.136,0.0419,0.0884,0.0516,0,0,0,0,0.2221,2.37540107,NA,NA,NA,NA,NA,NA,NA,NA,13.543,112.182124,,,
275,T2,High,Low,5,399,T2_5_399,211_13A,211,3121.58,8/13/2021,225,377,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.1,48.94,52.21,47.37,35.58,38.37,53.34,60.11,45.36,NA,0.2606,0.0875,0.255,0.1142,0,0,0,0,0.4006,1.986117997,NA,NA,NA,NA,NA,0.34121932,0.0028,121.8640429,15.044,73.36063035,negative E + negative gsw,Fixed,
276,T2,High,Low,5,400,T2_5_400,211_13A,211,3121.58,8/13/2021,225,346,1,1,1,1,0,0,1,NA,288,NA,NA,1,122,NA,NA,NA,NA,NA,NA,NA,NA,291,0,1,NA,NA,NA,NA,NA,NA,1,124,NA,NA,NA,NA,NA,NA,NA,NA,0,8,289.6,1,305,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.83,62.09,48.26,53.68,41.36,41.59,46.56,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379355597,0.0023,164.9372161,27.076,96.30884833,negative photosynthesis,Fixed,
277,T2,High,Low,5,403,T2_5_403,262_3,262,2717.292,8/23/2021,235,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
278,T2,High,Low,5,405,T2_5_405,269_15,269,2800,8/15/2021,227,375,0,1,1,1,1,0,1,NA,257,NA,NA,2,63,52,NA,NA,NA,NA,NA,NA,NA,324,0,1,NA,NA,NA,NA,NA,NA,1,95,NA,NA,NA,NA,NA,NA,NA,NA,0,23,451.88,1,344,1,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.34,59.42,65.84,57.78,25.6,33.8,36.89,29.97,33.6,NA,0.301,0.1308,0.1861,0.0856,0,0,0,0,0.3925,1.813770795,NA,NA,NA,NA,NA,NA,NA,NA,35.39,79.09883727,Is Height1_PR correct? All other values are integers,Fixed,
279,T2,High,Low,5,407,T2_5_407,162_2,162,3055,9/12/2021,255,347,0,1,1,1,1,0,1,NA,243,NA,NA,1,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,196.5,1,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.29,80,76.12,59.2,30.62,35.96,30.24,32.27,30.62,NA,0.3411,0.1388,0.4254,0.1931,0,0,0,0,0.3835,1.155468515,0.001121548,2.777469427,399.4719,318.2402332,0.063026469,0.672904572,0.005,134.5809144,22.882,104.2242035,,,
280,T2,High,Low,5,411,T2_5_411,49_2,49,2935,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
281,T2,High,Low,5,412,T2_5_412,185_2,185,3411,9/12/2021,255,347,0,1,1,1,1,0,1,NA,241,NA,NA,1,76,NA,NA,NA,NA,NA,NA,NA,NA,316,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,23,686,1,335,1,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49,53.16,78.04,48.21,51.93,63.37,53.01,45.47,45.62,NA,0.3994,0.1569,0.2705,0.1706,0,0,0,0,0.7454,2.276030534,NA,NA,NA,NA,NA,NA,NA,NA,25.886,89.94983497,,,
282,T2,High,Low,5,414,T2_5_414,162_2,162,3055,9/12/2021,255,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
283,T2,High,Low,5,415,T2_5_415,157_3,157,3004,8/18/2021,230,372,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.66,75.15,63.46,43.6,28.1,39.32,49.71,50.49,42.75,NA,0.1333,0.0426,0.2423,0.1026,0,0,0,0,0.329,2.26584022,NA,NA,NA,NA,NA,NA,NA,NA,13.57,97.53267069,,,
284,T2,High,Low,5,416,T2_5_416,157_3,157,3004,9/16/2021,259,28,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
285,T2,High,Low,5,420,T2_5_420,273_18C,273,2710,9/16/2021,259,206,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.04,21.23,13.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001285708,6.615539146,399.1156129,248.2364076,0.075123295,0.481793078,0.0037,130.2143454,NA,NA,,,
286,T2,High,Low,5,421,T2_5_421,253_9,253,3460,8/15/2021,227,375,0,1,1,1,1,0,1,NA,260,NA,NA,1,41,NA,NA,NA,NA,NA,NA,NA,NA,289,0,1,NA,NA,NA,NA,NA,NA,1,151,NA,NA,NA,NA,NA,NA,NA,NA,3,9,196.66,1,310,1,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.85,48.3,56.39,47.81,41.02,42.87,34.8,35.92,35.81,NA,0.3105,0.1008,0.1587,0.1064,0,0,0,0,0.2636,1.272200772,NA,NA,NA,NA,NA,0.325090256,0.0021,154.8048838,13.114,116.5283741,negative E + negative gsw,Fixed,
287,T2,High,Low,5,422,T2_5_422,214_7,214,2693.59,9/12/2021,255,290,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,133.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.21,31.7,39.34,45.09,33.03,38.21,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004536598,4.947158458,398.2700323,338.5952564,0.180643092,1.002152542,0.0081,123.722536,9.125,NA,,,
288,T2,High,Low,5,423,T2_5_423,214_7,214,2693.59,9/12/2021,255,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
289,T2,High,Low,5,425,T2_5_425,209_5,209,2721.21,9/16/2021,259,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
290,T2,High,Low,5,426,T2_5_426,303_8,303,3570,8/13/2021,225,377,0,1,1,1,1,0,1,NA,259,NA,NA,1,41,NA,NA,NA,NA,NA,NA,NA,NA,307,0,1,NA,NA,NA,NA,NA,NA,1,155,NA,NA,NA,NA,NA,NA,NA,NA,3,20,506.4,1,326,1,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.47,55.97,53.52,55.69,39.74,43.34,35.27,40.91,38.57,NA,0.6716,0.2667,0.1756,0.0794,0,0,0,0,0.419,1.210632765,NA,NA,NA,NA,NA,NA,NA,NA,16.466,105.4291236,,,
291,T2,High,Low,5,429,T2_5_429,213_1,213,2789.81,8/15/2021,227,10,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
292,T2,High,Low,5,430,T2_5_430,91_2,91,2910,9/16/2021,259,343,0,1,1,1,1,0,1,NA,233,NA,NA,1,217,NA,NA,NA,NA,NA,NA,NA,NA,331,0,1,NA,NA,NA,NA,NA,NA,1,280,NA,NA,NA,NA,NA,NA,NA,NA,0,16,669.46,1,337,1,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84,84.92,86.21,61.84,35.68,37.73,39.88,47.29,31.24,NA,0.1205,0.0511,0.4339,0.2578,0,0,0,0,0.458,1.482680479,NA,NA,NA,NA,NA,0.611757496,0.0039,156.8608964,NA,108.6391291,E is very low+ Ci is negative,Fixed,
293,T2,High,Low,5,431,T2_5_431,66_4,66,2940,8/13/2021,225,377,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.49,56.2,41.06,53.15,41.71,53.35,43.17,56.95,63.64,NA,0.4383,0.1499,0.1517,0.0726,0,0,0,0,0.5329,2.39505618,NA,NA,NA,NA,NA,NA,NA,NA,21.006,78.71534904,,,
294,T2,High,Low,5,434,T2_5_434,91_2,91,2910,9/16/2021,259,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
295,T2,High,Low,5,436,T2_5_436,81_1,81,3095,8/23/2021,235,241,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.16,67.25,12.6,10.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
296,T2,High,Low,5,438,T2_5_438,102_5,102,3072,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
