Treatment,Temperature,CO2,Tray,Number,Full_ID,Genotype,Population,Elevation,Transplant_Date,OD_transplant,Date_first_death_observed,Status,Lifetime_Flowered,Lifetime_Fruited,Overwinter_survival,Season_survival,Pre_Vern_Flowered,Post_Vern_Flowered,Failed_silique_number,Mature_silique_number,Mature_length_siliques,total_silique_number,total_length_siliques
T1,High,High,7,622,T1_7_622,273_18C,273,2710,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,623,T1_7_623,211_13A,211,3121.58,8/13/21,225,375,0,1,1,1,1,0,1,0,10,298,10,298
T1,High,High,7,625,T1_7_625,185_2,185,3411,9/14/21,257,343,0,1,1,1,1,0,1,1,3,167.2,3,167.2
T1,High,High,7,627,T1_7_627,83_1,83,2994,9/11/21,254,123,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,628,T1_7_628,188_2,188,3126,8/11/21,223,341,1,0,0,1,0,0,0,NA,NA,NA,0,0
T1,High,High,7,629,T1_7_629,83_1,83,2994,9/11/21,254,25,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,630,T1_7_630,98_7,98,3011,9/11/21,254,346,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,7,639,T1_7_639,214_7,214,2693.59,9/14/21,257,343,0,1,0,1,1,0,1,NA,NA,NA,0,0
T1,High,High,7,645,T1_7_645,48_2,48,2951,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,646,T1_7_646,250_16,250,3133,9/14/21,257,343,0,1,1,1,1,0,1,0,8,348.3,8,348.3
T1,High,High,7,647,T1_7_647,66_4,66,2940,8/11/21,223,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,648,T1_7_648,49_2,49,2935,8/18/21,230,370,0,1,1,1,1,0,1,0,12,307.8,12,307.8
T1,High,High,7,649,T1_7_649,49_2,49,2935,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,650,T1_7_650,304_19A,304,3673,8/18/21,230,329,1,0,0,1,0,0,0,NA,NA,NA,0,0
T1,High,High,7,651,T1_7_651,255_28,255,3341.67,8/27/21,239,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,654,T1_7_654,250_16,250,3133,9/14/21,257,1,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,660,T1_7_660,283_22,283,2890,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,661,T1_7_661,253_9,253,3460,9/14/21,257,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,663,T1_7_663,213_1,213,2789.81,8/11/21,223,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,666,T1_7_666,66_4,66,2940,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,7,667,T1_7_667,102_5,102,3072,8/11/21,223,377,0,1,1,1,1,0,1,4,16,340.1,16,340.1
T1,High,High,7,670,T1_7_670,49_2,49,2935,8/18/21,230,370,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,7,671,T1_7_671,283_22,283,2890,8/17/21,229,8,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,682,T1_7_682,98_7,98,3011,9/11/21,254,346,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,7,683,T1_7_683,98_7,98,3011,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,7,686,T1_7_686,303_8,303,3570,8/13/21,225,375,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,8,688,T1_8_688,257_2,257,2754.1728,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,8,694,T1_8_694,188_2,188,3126,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,8,695,T1_8_695,48_2,48,2951,8/17/21,229,371,0,1,1,1,1,0,1,0,4,149.3,4,149.3
T1,High,High,8,696,T1_8_696,253_9,253,3460,9/14/21,257,343,0,1,1,1,1,0,1,10,10,220.3,10,220.3
T1,High,High,8,698,T1_8_698,273_18C,273,2710,9/14/21,257,78,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,8,699,T1_8_699,66_4,66,2940,8/11/21,223,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T1,High,High,8,700,T1_8_700,328_2,328,3660,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,8,701,T1_8_701,107_4,107,3091,8/20/21,232,88,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,8,702,T1_8_702,262_3,262,2717.292,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T1,High,High,8,703,T1_8_703,199_1,199,3502,8/20/21,232,5,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,1,T2_1_1,151_3,151,2975,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,2,T2_1_2,162_2,162,3055,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,3,T2_1_3,212_7,212,3131,8/13/21,225,376,0,1,1,1,1,0,1,1,20,470.1,20,470.1
T2,High,Low,1,4,T2_1_4,185_2,185,3411,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,6,T2_1_6,283_22,283,2890,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,7,T2_1_7,304_19A,304,3673,8/13/21,225,26,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,8,T2_1_8,83_1,83,2994,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,9,T2_1_9,102_5,102,3072,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,10,T2_1_10,154_5,154,2992,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,11,T2_1_11,304_19A,304,3673,8/13/21,225,376,0,1,1,1,1,0,1,0,4,83.3,4,83.3
T2,High,Low,1,12,T2_1_12,86_2,86,2880,8/23/21,235,366,0,1,1,1,1,0,1,1,21,809.72,21,809.72
T2,High,Low,1,13,T2_1_13,83_1,83,2994,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,14,T2_1_14,162_2,162,3055,9/12/21,255,18,1,0,1,0,0,0,0,0,5,175.1,5,175.1
T2,High,Low,1,15,T2_1_15,283_22,283,2890,9/7/21,250,351,0,1,1,1,1,0,1,0,13,438.48,13,438.48
T2,High,Low,1,16,T2_1_16,86_2,86,2880,8/23/21,235,366,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,1,17,T2_1_17,283_22,283,2890,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,18,T2_1_18,154_5,154,2992,9/1/21,244,29,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,19,T2_1_19,255_28,255,3341.67,8/13/21,225,376,0,1,1,1,1,0,1,11,23,735.1,23,735.1
T2,High,Low,1,20,T2_1_20,273_37,273,2710,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,22,T2_1_22,107_4,107,3091,8/13/21,225,26,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,23,T2_1_23,213_1,213,2789.81,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,27,T2_1_27,151_3,151,2975,8/13/21,225,48,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,28,T2_1_28,213_1,213,2789.81,8/23/21,235,16,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,29,T2_1_29,194_2,194,3108,8/13/21,225,376,0,1,1,1,1,0,1,1,15,298.1,15,298.1
T2,High,Low,1,30,T2_1_30,269_15,269,2800,8/15/21,227,374,0,0,1,1,1,0,0,1,6,91.2,6,91.2
T2,High,Low,1,32,T2_1_32,270_26,270,2553,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,33,T2_1_33,86_2,86,2880,8/15/21,227,374,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,1,34,T2_1_34,257_2,257,2754.1728,8/15/21,227,46,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,36,T2_1_36,250_16,250,3133,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,37,T2_1_37,102_5,102,3072,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,38,T2_1_38,51_1,51,2929,8/15/21,227,24,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,42,T2_1_42,211_13A,211,3121.58,8/13/21,225,376,0,1,1,1,1,0,1,0,6,254.4,6,254.4
T2,High,Low,1,43,T2_1_43,189_1,189,3273,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,44,T2_1_44,283_22,283,2890,9/7/21,250,351,0,1,1,1,1,0,1,0,10,407.6,10,407.6
T2,High,Low,1,45,T2_1_45,51_1,51,2929,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,46,T2_1_46,253_9,253,3460,8/13/21,225,376,0,1,1,1,1,0,1,16,23,545,23,545
T2,High,Low,1,47,T2_1_47,1_3,1,2989,8/13/21,225,69,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,48,T2_1_48,1_3,1,2989,8/23/21,235,366,0,1,1,1,1,0,1,0,6,146.6,6,146.6
T2,High,Low,1,49,T2_1_49,250_16,250,3133,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,50,T2_1_50,66_4,66,2940,8/13/21,225,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,1,51,T2_1_51,98_7,98,3011,9/22/21,265,336,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,1,52,T2_1_52,207_14B,207,3218.6,9/12/21,255,346,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,1,53,T2_1_53,46_3A,46,3009,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,54,T2_1_54,107_4,107,3091,8/13/21,225,166,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,56,T2_1_56,162_2,162,3055,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,57,T2_1_57,67_4,67,2903,8/15/21,227,374,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,1,58,T2_1_58,194_2,194,3108,8/13/21,225,376,0,1,1,1,1,0,1,0,16,649.27,16,649.27
T2,High,Low,1,59,T2_1_59,270_26,270,2553,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,60,T2_1_60,154_5,154,2992,9/1/21,244,357,0,1,1,1,1,0,1,0,14,551,14,551
T2,High,Low,1,61,T2_1_61,188_2,188,3126,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,62,T2_1_62,49_2,49,2935,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,63,T2_1_63,188_2,188,3126,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,64,T2_1_64,209_5,209,2721.21,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,65,T2_1_65,267_12,267,2498.61,9/12/21,255,346,0,1,1,1,1,0,1,0,13,448.55,13,448.55
T2,High,Low,1,67,T2_1_67,270_26,270,2553,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,68,T2_1_68,250_16,250,3133,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,70,T2_1_70,199_1,199,3502,9/16/21,259,342,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,1,71,T2_1_71,49_2,49,2935,8/15/21,227,277,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,72,T2_1_72,194_2,194,3108,8/13/21,225,376,0,1,1,1,1,0,0,0,10,486.7,10,486.7
T2,High,Low,1,73,T2_1_73,255_28,255,3341.67,8/23/21,235,366,0,1,1,1,1,0,1,0,13,566.7,13,566.7
T2,High,Low,1,74,T2_1_74,283_22,283,2890,9/7/21,250,351,0,1,1,1,1,0,1,0,11,469.2,11,469.2
T2,High,Low,1,75,T2_1_75,253_9,253,3460,8/13/21,225,376,0,1,1,1,1,0,1,10,13,382.8,13,382.8
T2,High,Low,1,76,T2_1_76,185_2,185,3411,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,79,T2_1_79,48_2,48,2951,8/13/21,225,166,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,81,T2_1_81,66_4,66,2940,8/13/21,225,376,0,1,1,1,1,0,1,0,11,324.77,11,324.77
T2,High,Low,1,83,T2_1_83,102_5,102,3072,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,84,T2_1_84,91_2,91,2910,9/24/21,267,334,0,1,1,1,1,0,1,0,5,287.9,5,287.9
T2,High,Low,1,87,T2_1_87,91_2,91,2910,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,88,T2_1_88,48_2,48,2951,8/13/21,225,376,0,1,1,1,1,0,1,0,9,361.56,9,361.56
T2,High,Low,1,89,T2_1_89,250_28,250,3133,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,90,T2_1_90,50_1,50,2934,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,91,T2_1_91,201_2,201,3352,8/13/21,225,376,0,1,0,1,1,0,1,NA,NA,NA,0,0
T2,High,Low,1,92,T2_1_92,102_5,102,3072,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,93,T2_1_93,210_3,210,3161.3,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,96,T2_1_96,253_9,253,3460,8/18/21,230,371,0,1,1,1,1,0,1,14,13,368.2,13,368.2
T2,High,Low,1,97,T2_1_97,250_28,250,3133,8/23/21,235,16,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,1,98,T2_1_98,50_1,50,2934,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,99,T2_2_99,283_22,283,2890,9/12/21,255,346,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,2,100,T2_2_100,194_2,194,3108,8/13/21,225,26,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,101,T2_2_101,267_12,267,2498.61,9/12/21,255,210,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,102,T2_2_102,253_9,253,3460,8/18/21,230,371,0,1,1,1,1,0,1,0,20,488.7,20,488.7
T2,High,Low,2,103,T2_2_103,257_2,257,2754.1728,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,105,T2_2_105,188_2,188,3126,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,106,T2_2_106,250_28,250,3133,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,107,T2_2_107,214_7,214,2693.59,8/23/21,235,366,0,1,1,1,1,0,1,0,9,387.4,9,387.4
T2,High,Low,2,109,T2_2_109,67_4,67,2903,8/18/21,230,371,0,1,1,1,1,0,1,0,4,192.3,4,192.3
T2,High,Low,2,111,T2_2_111,212_7,212,3131,8/15/21,227,374,0,1,1,1,1,0,1,0,20,590.5,20,590.5
T2,High,Low,2,114,T2_2_114,250_16,250,3133,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,115,T2_2_115,304_19A,304,3673,8/13/21,225,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,2,118,T2_2_118,273_37,273,2710,8/15/21,227,137,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,119,T2_2_119,67_4,67,2903,8/18/21,230,371,0,1,1,1,1,0,1,18,15,401,15,401
T2,High,Low,2,121,T2_2_121,98_7,98,3011,8/15/21,227,374,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,2,123,T2_2_123,151_3,151,2975,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,124,T2_2_124,210_3,210,3161.3,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,126,T2_2_126,209_5,209,2721.21,9/16/21,259,14,1,0,1,0,0,0,0,0,12,481.8,12,481.8
T2,High,Low,2,128,T2_2_128,273_18C,273,2710,9/16/21,259,77,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,129,T2_2_129,194_2,194,3108,8/13/21,225,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,2,130,T2_2_130,270_10,270,2553,8/13/21,225,376,0,1,1,1,1,0,1,0,2,52.2,2,52.2
T2,High,Low,2,131,T2_2_131,199_1,199,3502,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,132,T2_2_132,56_3,56,3132,9/12/21,255,346,0,1,1,1,1,0,1,0,5,309,5,309
T2,High,Low,2,133,T2_2_133,86_2,86,2880,9/22/21,265,8,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,134,T2_2_134,257_2,257,2754.1728,8/15/21,227,374,0,1,1,1,1,0,1,0,8,396.9,8,396.9
T2,High,Low,2,135,T2_2_135,271_1,271,2708,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,136,T2_2_136,303_8,303,3570,8/13/21,225,376,0,1,1,1,1,0,1,6,17,355.04,17,355.04
T2,High,Low,2,137,T2_2_137,283_22,283,2890,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,138,T2_2_138,303_8,303,3570,8/13/21,225,376,0,1,1,1,1,0,1,0,4,184.2,4,184.2
T2,High,Low,2,139,T2_2_139,49_2,49,2935,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,140,T2_2_140,56_3,56,3132,9/12/21,255,346,0,1,1,1,1,0,1,0,2,56.4,2,56.4
T2,High,Low,2,143,T2_2_143,98_7,98,3011,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,149,T2_2_149,328_2,328,3660,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,150,T2_2_150,210_3,210,3161.3,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,151,T2_2_151,154_5,154,2992,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,152,T2_2_152,328_2,328,3660,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,154,T2_2_154,68_1,68,2904,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,155,T2_2_155,207_14B,207,3218.6,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,158,T2_2_158,86_2,86,2880,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,159,T2_2_159,304_19A,304,3673,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,160,T2_2_160,304_19A,304,3673,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,161,T2_2_161,210_3,210,3161.3,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,162,T2_2_162,91_2,91,2910,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,163,T2_2_163,154_5,154,2992,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,164,T2_2_164,210_3,210,3161.3,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,165,T2_2_165,255_28,255,3341.67,8/23/21,235,324,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,167,T2_2_167,214_7,214,2693.59,9/12/21,255,346,0,1,1,1,1,0,1,0,15,607.9,15,607.9
T2,High,Low,2,168,T2_2_168,188_2,188,3126,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,172,T2_2_172,154_5,154,2992,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,173,T2_2_173,102_5,102,3072,8/18/21,230,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,174,T2_2_174,262_3,262,2717.292,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,175,T2_2_175,273_18C,273,2710,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,176,T2_2_176,207_14B,207,3218.6,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,177,T2_2_177,209_5,209,2721.21,9/16/21,259,21,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,179,T2_2_179,66_4,66,2940,8/13/21,225,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,2,181,T2_2_181,185_2,185,3411,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,182,T2_2_182,81_1,81,3095,8/15/21,227,238,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,184,T2_2_184,67_4,67,2903,8/18/21,230,21,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,185,T2_2_185,107_4,107,3091,8/13/21,225,376,0,1,1,1,1,0,1,0,7,223.6,7,223.6
T2,High,Low,2,186,T2_2_186,273_37,273,2710,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,190,T2_2_190,253_9,253,3460,8/18/21,230,371,0,1,1,1,1,0,1,18,8,264.1,8,264.1
T2,High,Low,2,191,T2_2_191,253_9,253,3460,8/13/21,225,376,0,1,1,1,1,0,1,14,9,258,9,258
T2,High,Low,2,192,T2_2_192,86_2,86,2880,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,2,193,T2_2_193,253_9,253,3460,8/15/21,227,374,0,1,1,1,1,0,1,0,18,383.5,18,383.5
T2,High,Low,2,195,T2_2_195,1_3,1,2989,8/23/21,235,366,0,1,0,1,1,0,1,0,NA,NA,0,0
T2,High,Low,2,196,T2_2_196,328_2,328,3660,8/15/21,227,374,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,197,T2_3_197,255_28,255,3341.67,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,198,T2_3_198,48_2,48,2951,8/13/21,225,376,0,1,0,1,1,0,1,NA,NA,NA,0,0
T2,High,Low,3,200,T2_3_200,185_2,185,3411,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,201,T2_3_201,151_3,151,2975,8/18/21,230,371,0,1,1,1,1,0,1,12,19,455.9,19,455.9
T2,High,Low,3,202,T2_3_202,214_7,214,2693.59,9/12/21,255,346,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,203,T2_3_203,1_3,1,2989,8/23/21,235,366,0,1,1,1,1,0,1,0,10,534.3,10,534.3
T2,High,Low,3,204,T2_3_204,273_37,273,2710,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,205,T2_3_205,50_1,50,2934,9/22/21,265,336,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,206,T2_3_206,199_1,199,3502,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,207,T2_3_207,86_2,86,2880,9/12/21,255,346,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,209,T2_3_209,81_1,81,3095,8/18/21,230,21,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,210,T2_3_210,269_15,269,2800,8/15/21,227,24,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,211,T2_3_211,269_15,269,2800,8/15/21,227,374,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,212,T2_3_212,162_2,162,3055,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,213,T2_3_213,328_2,328,3660,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,216,T2_3_216,98_7,98,3011,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,217,T2_3_217,253_9,253,3460,8/18/21,230,371,0,1,1,1,1,0,1,5,16,503.8,16,503.8
T2,High,Low,3,218,T2_3_218,259_19C,259,2759.964,8/15/21,227,374,0,1,1,1,1,0,1,21,28,695.7,28,695.7
T2,High,Low,3,220,T2_3_220,98_7,98,3011,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,221,T2_3_221,209_5,209,2721.21,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,223,T2_3_223,1_3,1,2989,8/23/21,235,38,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,225,T2_3_225,199_1,199,3502,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,226,T2_3_226,267_12,267,2498.61,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,227,T2_3_227,81_1,81,3095,8/18/21,230,21,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,228,T2_3_228,56_3,56,3132,9/16/21,259,342,0,1,1,1,1,0,1,0,13,761,13,761
T2,High,Low,3,230,T2_3_230,185_2,185,3411,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,231,T2_3_231,151_3,151,2975,8/18/21,230,372,0,1,1,1,1,0,1,29,25,530.1,25,530.1
T2,High,Low,3,232,T2_3_232,66_4,66,2940,8/13/21,225,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,233,T2_3_233,259_19C,259,2759.964,8/15/21,227,375,0,1,1,1,1,0,1,0,8,313,8,313
T2,High,Low,3,234,T2_3_234,66_4,66,2940,8/13/21,225,376,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,235,T2_3_235,98_7,98,3011,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,236,T2_3_236,48_2,48,2951,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
